	referenced_tweets	id	conversation_id	author_id	lang	text	created_at	reply_settings	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	geo.coordinates.type	geo.coordinates.coordinates
2405	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642986113466368	1633642986113466368	1595151669179842566	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:36:54.000Z	everyone	['1633642986113466368']	380	0	0	0	0				
2406	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642945625616387	1633642945625616387	2783367703	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:36:44.000Z	everyone	['1633642945625616387']	380	0	0	0	0				
2407	[{'type': 'replied_to', 'id': '1633633833965764608'}]	1633642904311803904	1633633833965764608	1302657277212622849	en	"@RepAOC It is in law that it is different and that Congress has the right to override DC bills.

To say that there's no reason it should be any different is either a lack of understanding or a misrepresentation of the facts.

You can disagree, you can want statehood, but don't lie."	2023-03-09T01:36:34.000Z	everyone	['1633642904311803904']	0	0	0	0	15	1079104563280527364			
2408	[{'type': 'quoted', 'id': '1633624729687937027'}]	1633642869570371588	1633642869570371588	18237313	en	Dem Senators who sold out DC statehood tonight: Baldwin, Bennet, Blumenthal, Sherrie Brown, Cantwell, Casey, Coons, Cortez Masto, Gillibrand, Hassan, Heinrich, Hickenlooper, Kaine, Kelly, King, Klobuchar, Lujan, Manchin, Menendez, Murray, Ossoff, Padilla, Peters, Rosen (1/2) https://t.co/f69nRDVOsx	2023-03-09T01:36:26.000Z	everyone	['1633642869570371588']	38	9	122	8	27799				
2409	[{'type': 'replied_to', 'id': '1633633158770876417'}]	1633642860758138880	1633633158770876417	1119558199	en	@Sen_JoeManchin What would be “absolutely crazy” would be you supporting new voting rights legislation or DC statehood or new opportunities for the citizens you claim to represent. But you’re just another bought and paid for empty suit. Joe.	2023-03-09T01:36:24.000Z	everyone	['1633642860758138880']	0	1	7	0	479	234374703			
2410	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642855167041536	1633642855167041536	1548046727642353666	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:36:22.000Z	everyone	['1633642855167041536']	380	0	0	0	0				
2411	[{'type': 'retweeted', 'id': '1633642360864161794'}]	1633642850305953793	1633642850305953793	47085577	en	RT @sdague: DC Statehood Now	2023-03-09T01:36:21.000Z	everyone	['1633642850305953793']	2	0	0	0	0				
2412	[{'type': 'replied_to', 'id': '1633614772800462848'}]	1633642801509572608	1633614772800462848	47751463	en	"@fifimurray2 I wonder if @AlboMP  &amp; @SenatorWong asked the Solicitor General or the office of the Attorney General if creating the racially based position of an Indigenous Ambassador complies with the Racial Discrimination Act? 
#VoteNo to the dismantling of Australian statehood"	2023-03-09T01:36:10.000Z	everyone	['1633642801509572608']	6	1	33	0	245	1237258822965575680			
2413	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642710967156736	1633642710967156736	1593986830902341632	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:35:48.000Z	everyone	['1633642710967156736']	380	0	0	0	0				
2414	[{'type': 'replied_to', 'id': '1633642682231734277'}]	1633642690058256387	1633642673067155456	161892519	en	"Allies disappoint. Winning hard fights—like statehood for DC—isn’t ever as quick or clean as we like, and there will be setbacks (like today). 

But we fight on—even when our allies disappoint. So I’m frustrated today. You probably are too. But we’ll keep at it tomorrow. ✊🏾"	2023-03-09T01:35:43.000Z	everyone	['1633642690058256387']	11	3	171	0	4822	161892519	01fbe706f872cb32		
2415	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642645950980096	1633642645950980096	22311924	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:35:33.000Z	everyone	['1633642645950980096']	380	0	0	0	0				
2416	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642594667208705	1633642594667208705	1593819811552923649	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:35:20.000Z	everyone	['1633642594667208705']	380	0	0	0	0				
2417	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642587885060096	1633642587885060096	7744362	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:35:19.000Z	everyone	['1633642587885060096']	380	0	0	0	0				
2418	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642535963746304	1633642535963746304	384373251	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:35:06.000Z	everyone	['1633642535963746304']	380	0	0	0	0				
2419	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642532709048322	1633642532709048322	1518688979863982081	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:35:06.000Z	everyone	['1633642532709048322']	380	0	0	0	0				
2420	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642450991325185	1633642450991325185	1588587004085866498	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:34:46.000Z	everyone	['1633642450991325185']	380	0	0	0	0				
2421	[{'type': 'retweeted', 'id': '1633620905963208707'}]	1633642386516484096	1633642386516484096	67391895	en	"RT @TheLeadCNN: .@DCAttorneyGen Brian Schwalb calls the U.S. Senate vote on the district's crime bill a ""sad day for democracy."" What Schwa…"	2023-03-09T01:34:31.000Z	everyone	['1633642386516484096']	14	0	0	0	0				
2422	[{'type': 'quoted', 'id': '1633625452467167233'}]	1633642360864161794	1633642360864161794	9013682	en	DC Statehood Now https://t.co/o77WJzvIi0	2023-03-09T01:34:25.000Z	everyone	['1633642360864161794']	2	0	7	0	251				
2423	[{'type': 'retweeted', 'id': '1633639084991168512'}]	1633642359576739840	1633642359576739840	1493661785479540738	en	RT @frankthorp: More FETTERMAN spox @the_vello on the Senate DC crime bill vote: “And if republicans are finally ready to address crime ins…	2023-03-09T01:34:24.000Z	everyone	['1633642359576739840']	14	0	0	0	0				
2424	[{'type': 'retweeted', 'id': '1633625994052399106'}]	1633642335958433792	1633642335958433792	1472196254964797451	en	RT @DemocracyDocket: “D.C. statehood is the only way to ensure American citizens living in Washington, D.C. have full representation in Con…	2023-03-09T01:34:19.000Z	everyone	['1633642335958433792']	95	0	0	0	0				
2425		1633642292656349187	1633642292656349187	275765160	en	"Washington, D.C. is our Nation's Capital.

It is not a state.

Congress can NOT vote to give D.C. statehood. You need a Constitutional amendment, and Americans do NOT want this.

Today Congress voted to ensure D.C. doesn't behave like a Third World shithole nation."	2023-03-09T01:34:08.000Z	everyone	['1633642292656349187']	0	0	0	0	37				
2426	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642276428685314	1633642276428685314	1587893107059671040	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:34:04.000Z	everyone	['1633642276428685314']	380	0	0	0	0				
2427	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642263745028096	1633642263745028096	1519082843338690560	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:34:01.000Z	everyone	['1633642263745028096']	380	0	0	0	0				
2428	[{'type': 'replied_to', 'id': '1633642242077335555'}]	1633642244379930626	1633616936813703169	89460898	en	advance a better measure that can become law. I strongly support statehood for the District of Columbia; however until that is attained, Federal law obliges Congress to assess and approve the District’s policies according to our best judgement.” (2/2)	2023-03-09T01:33:57.000Z	everyone	['1633642244379930626']	0	0	0	0	600	89460898	bb7522409d41c300		
2429	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642219428102150	1633642219428102150	4876869813	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:33:51.000Z	everyone	['1633642219428102150']	380	0	0	0	0				
2430	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642211689521152	1633642211689521152	1598843718668374016	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:33:49.000Z	everyone	['1633642211689521152']	380	0	0	0	0				
2431	[{'type': 'retweeted', 'id': '1633628487318745089'}]	1633642187706466305	1633642187706466305	3060568190	en	"RT @RepPressley: DC has the right to self-govern and pass laws that truly keep our communities safe.

This harmful action by Congress is a…"	2023-03-09T01:33:43.000Z	everyone	['1633642187706466305']	80	0	0	0	0				
2432	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642183315054592	1633642183315054592	3051400362	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:33:42.000Z	everyone	['1633642183315054592']	380	0	0	0	0				
2433	[{'type': 'replied_to', 'id': '1633633526514941952'}]	1633642173794070529	1633632296950460417	493366406	en	"@maustermuhle In the 80’s &amp; 90’s, few people prioritized statehood. There were many immediate day to day life issues that took precedence. That slowly changed into the 00’s. And with an injection of white residents who had kids it became more paramount.
But @MayorBowser set the movement back."	2023-03-09T01:33:40.000Z	everyone	['1633642173794070529']	0	0	0	0	29	148868920			
2434	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642129263140869	1633642129263140869	108450607	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:33:29.000Z	everyone	['1633642129263140869']	380	0	0	0	0				
2435	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642102876717056	1633642102876717056	1211092271753383937	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:33:23.000Z	everyone	['1633642102876717056']	380	0	0	0	0				
2436	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633642032240418817	1633642032240418817	1594357165954895872	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:33:06.000Z	everyone	['1633642032240418817']	380	0	0	0	0				
2437	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641985062891526	1633641985062891526	1633523506011942914	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:32:55.000Z	everyone	['1633641985062891526']	380	0	0	0	0				
2438	[{'type': 'retweeted', 'id': '1633620058609180673'}]	1633641962602393600	1633641962602393600	713436397	en	RT @AthertonKD: Revoke Virginia's statehood	2023-03-09T01:32:50.000Z	everyone	['1633641962602393600']	16	0	0	0	0				
2439	[{'type': 'quoted', 'id': '1633633833965764608'}]	1633641945598767106	1633641945598767106	2166998474	en	Statehood for DC is the answer. https://t.co/ipJYB894cA	2023-03-09T01:32:46.000Z	everyone	['1633641945598767106']	1	1	1	0	36				
2440	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641928389455873	1633641928389455873	529832847	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:32:41.000Z	everyone	['1633641928389455873']	380	0	0	0	0				
2441	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641927542476800	1633641927542476800	17696108	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:32:41.000Z	everyone	['1633641927542476800']	380	0	0	0	0				
2442	[{'type': 'retweeted', 'id': '1633629960387567616'}]	1633641872026664962	1633641872026664962	29283	en	RT @igorbobic: “And if Republicans are finally ready to address crime instead of blow hot air, then John is ready to work with them. John s…	2023-03-09T01:32:28.000Z	everyone	['1633641872026664962']	39	0	0	0	0				
2443	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641844084211713	1633641844084211713	1610123713382617089	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:32:21.000Z	everyone	['1633641844084211713']	380	0	0	0	0				
2444	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641829391269890	1633641829391269890	97338251	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:32:18.000Z	everyone	['1633641829391269890']	380	0	0	0	0				
2445	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641761376534529	1633641761376534529	879786116190277632	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:32:02.000Z	everyone	['1633641761376534529']	380	0	0	0	0				
2446	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641650785521667	1633641650785521667	30815427	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:31:35.000Z	everyone	['1633641650785521667']	380	0	0	0	0				
2447	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641647660576768	1633641647660576768	1288236171869532160	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:31:35.000Z	everyone	['1633641647660576768']	380	0	0	0	0				
2448	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641563455717381	1633641563455717381	1586145011548184576	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:31:14.000Z	everyone	['1633641563455717381']	380	0	0	0	0				
2449	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641554123411457	1633641554123411457	967601283287969792	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:31:12.000Z	everyone	['1633641554123411457']	380	0	0	0	0				
2450	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641513895829504	1633641513895829504	2978662540	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:31:03.000Z	everyone	['1633641513895829504']	380	0	0	0	0				
2451	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641488390168577	1633641488390168577	2527712852	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:30:57.000Z	everyone	['1633641488390168577']	380	0	0	0	0				
2452	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641464822480896	1633641464822480896	1406397502924877828	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:30:51.000Z	everyone	['1633641464822480896']	380	0	0	0	0				
2453	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641403572953090	1633641403572953090	259597516	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:30:36.000Z	everyone	['1633641403572953090']	380	0	0	0	0				
2454	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641360652746753	1633641360652746753	3385616975	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:30:26.000Z	everyone	['1633641360652746753']	380	0	0	0	0				
2455	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641354117931009	1633641354117931009	1609689917042425857	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:30:25.000Z	everyone	['1633641354117931009']	380	0	0	0	0				
2456	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641332680933378	1633641332680933378	14591656	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:30:19.000Z	everyone	['1633641332680933378']	380	0	0	0	0				
2457	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641311575089152	1633641311575089152	1491036561286516739	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:30:14.000Z	everyone	['1633641311575089152']	380	0	0	0	0				
2458	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641309167550464	1633641309167550464	1043630215	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:30:14.000Z	everyone	['1633641309167550464']	380	0	0	0	0				
2459	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641285461344257	1633641285461344257	1222285706015526918	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:30:08.000Z	everyone	['1633641285461344257']	380	0	0	0	0				
2460	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641271465058308	1633641271465058308	1487891451883278336	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:30:05.000Z	everyone	['1633641271465058308']	380	0	0	0	0				
2461	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641236455145472	1633641236455145472	327715590	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:29:57.000Z	everyone	['1633641236455145472']	380	0	0	0	0				
2462	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641230222360576	1633641230222360576	1022972271843897344	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:29:55.000Z	everyone	['1633641230222360576']	380	0	0	0	0				
2463	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641229844992001	1633641229844992001	2355634165	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:29:55.000Z	everyone	['1633641229844992001']	380	0	0	0	0				
2464	[{'type': 'retweeted', 'id': '1633593892011376640'}]	1633641222983266304	1633641222983266304	1482438042044534790	en	"RT @MauriceWFP: This is the wrong decision, @SenSchumer. 

We can't support DC statehood in one breath and then strip DC voters of self-det…"	2023-03-09T01:29:53.000Z	everyone	['1633641222983266304']	43	0	0	0	0				
2465	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641215898918912	1633641215898918912	336786130	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:29:52.000Z	everyone	['1633641215898918912']	380	0	0	0	0				
2466	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641211398434819	1633641211398434819	42081431	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:29:51.000Z	everyone	['1633641211398434819']	380	0	0	0	0				
2467	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641204016373763	1633641204016373763	1120438844	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:29:49.000Z	everyone	['1633641204016373763']	380	0	0	0	0				
2468	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641201831141376	1633641201831141376	742586819720531968	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:29:48.000Z	everyone	['1633641201831141376']	380	0	0	0	0				
2469	[{'type': 'retweeted', 'id': '1633516777673039884'}]	1633641180188516355	1633641180188516355	1585927985999364096	en	RT @aletweetsnews: D.C. statehood advocates are rallying near the Capitol, accusing Congress of caving to fear-mongering and misinformation…	2023-03-09T01:29:43.000Z	everyone	['1633641180188516355']	59	0	0	0	0				
2470	[{'type': 'retweeted', 'id': '1633560468274184194'}]	1633641170948456451	1633641170948456451	1585927985999364096	en	RT @RealVinnieJames: @aletweetsnews DC Statehood would be theft of lands designated for the Federal District. Not sure why people have such…	2023-03-09T01:29:41.000Z	everyone	['1633641170948456451']	1	0	0	0	0				
2471	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641161377062912	1633641161377062912	34850231	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:29:39.000Z	everyone	['1633641161377062912']	380	0	0	0	0				
2472	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633641133929807873	1633641133929807873	510409753	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T01:29:32.000Z	everyone	['1633641133929807873']	380	0	0	0	0				
2473		1633641088253665282	1633641088253665282	18266688	en	Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (including 33 Democrats) to reject DC Council pro-criminal bill.	2023-03-09T01:29:21.000Z	everyone	['1633641088253665282']	380	60	1733	14	58665				
2474	[{'type': 'retweeted', 'id': '1633448029729464321'}]	1633641069937315843	1633641069937315843	1496028107161374721	en	"RT @GreaterKashmir: Apni Party celebrates third foundation day, pledges to strive for #J&amp;K's statehood
 https://t.co/HIfn8iIYcZ"	2023-03-09T01:29:17.000Z	everyone	['1633641069937315843']	7	0	0	0	0				
2475	[{'type': 'retweeted', 'id': '1633391781823000576'}]	1633641008167813120	1633641008167813120	474104227	en	"RT @ajay_reddy_t: Without these two great women leaders #Telangana Statehood isn't possible
Women Empowered to make dreams of 4 crore into…"	2023-03-09T01:29:02.000Z	everyone	['1633641008167813120']	3	0	0	0	0				
2476		1633640819734224904	1633640819734224904	3627968775	en	"@RonDeSantisFL Stay with us Ron,don't betray Fla &amp;go 2 the US DC WH. LetThe Yankees fixTheir own problemsThat THEY created. Stick with Florida &amp;keep doing 4 your own state,that ""nation""asTheFounders established it 2 B.""Statehood""is a DC trap"	2023-03-09T01:28:17.000Z	everyone	['1633640819734224904']	0	0	0	0	2	487297085			
2477	[{'type': 'retweeted', 'id': '1633640421099200512'}]	1633640800172097536	1633640800172097536	1504894703040356352	en	RT @ptilve: And they did it. Senate voted overwhelmingly (81-14) to block the D.C. criminal code reforms. @CityCast_DC's episode with @Segr…	2023-03-09T01:28:12.000Z	everyone	['1633640800172097536']	1	0	0	0	0				
2478	[{'type': 'replied_to', 'id': '1633626372022181892'}]	1633640793071136768	1633626369581105152	38781262	en	@BidenTracking Lol, so they just let the GOP pass a messaging bill while simultaneously undermining DC statehood?	2023-03-09T01:28:11.000Z	everyone	['1633640793071136768']	0	0	0	0	24	1351954028163452929			
2479	[{'type': 'retweeted', 'id': '1633625655395901447'}]	1633640706861420544	1633640706861420544	753280365020708868	en	RT @CMBrookePinto: Today, as our democratically enacted legislation is overturned by Congress, the urgency of statehood has never been clea…	2023-03-09T01:27:50.000Z	everyone	['1633640706861420544']	10	0	0	0	0				
2480	[{'type': 'retweeted', 'id': '1633628487318745089'}]	1633640445065428992	1633640445065428992	2813725824	en	"RT @RepPressley: DC has the right to self-govern and pass laws that truly keep our communities safe.

This harmful action by Congress is a…"	2023-03-09T01:26:48.000Z	everyone	['1633640445065428992']	80	0	0	0	0				
2481		1633640438560182274	1633640438560182274	38047391	en	"Toot from https://t.co/BVfeHSM8Mc

Remember when people thought Biden would actually support DC statehood? Joke's on DC."	2023-03-09T01:26:46.000Z	everyone	['1633640438560182274']	0	0	0	0	431				
2482	[{'type': 'replied_to', 'id': '1633560606153273357'}]	1633640421099200512	1633560604802707456	234057449	en	And they did it. Senate voted overwhelmingly (81-14) to block the D.C. criminal code reforms. @CityCast_DC's episode with @SegravesNBC4 talks about what this means for D.C. home rule today and the fight for statehood generally. Drops at 6 a.m. tomorrow.	2023-03-09T01:26:42.000Z	everyone	['1633640421099200512']	1	0	1	0	138	234057449			
2483	[{'type': 'retweeted', 'id': '1633635812142112768'}]	1633640273510031360	1633640273510031360	14425643	en	RT @SenatorCardin: Just because we have the power to intervene, doesn't mean we should. I stand with the people of the District of Columbia…	2023-03-09T01:26:07.000Z	everyone	['1633640273510031360']	10	0	0	0	0				
2484	[{'type': 'quoted', 'id': '1633627388046364674'}]	1633640105809420289	1633640105809420289	374296790	en	Beyond time to give D.C. statehood. The citizens there have no votes in Congress &amp; have more people than 2 states (almost 3). Yes, I have family/friends that live/lived in D.C. https://t.co/xsErC9iOfY	2023-03-09T01:25:27.000Z	following	['1633640105809420289']	0	0	3	0	243				
2485	[{'type': 'retweeted', 'id': '1633635812142112768'}]	1633640049966284806	1633640049966284806	801251246	en	RT @SenatorCardin: Just because we have the power to intervene, doesn't mean we should. I stand with the people of the District of Columbia…	2023-03-09T01:25:14.000Z	everyone	['1633640049966284806']	10	0	0	0	0				
2486	[{'type': 'quoted', 'id': '1633637492606869510'}]	1633639946958282752	1633639946958282752	162924197	en	DC statehood NOW https://t.co/zXW9Xrl7gS	2023-03-09T01:24:49.000Z	everyone	['1633639946958282752']	0	0	0	0	20				
2487		1633639924023918596	1633639924023918596	1480077395868672001	en	"DC Statehood.
Has 100,000 more people than Wyoming and zero representation."	2023-03-09T01:24:44.000Z	everyone	['1633639924023918596']	0	0	0	0	10				
2488	[{'type': 'retweeted', 'id': '1633625994052399106'}]	1633639907112505350	1633639907112505350	1046505926037913601	en	RT @DemocracyDocket: “D.C. statehood is the only way to ensure American citizens living in Washington, D.C. have full representation in Con…	2023-03-09T01:24:40.000Z	everyone	['1633639907112505350']	95	0	0	0	0				
2489	[{'type': 'retweeted', 'id': '1633603296035323924'}]	1633639879870681088	1633639879870681088	515928073	en	RT @EricMGarcia: .@AOC lays into the Biden administration for supporting Republicans’ bill to block DC’s crime law. “supporting statehood,…	2023-03-09T01:24:33.000Z	everyone	['1633639879870681088']	222	0	0	0	0				
2490	[{'type': 'retweeted', 'id': '1633629960387567616'}]	1633639865500721152	1633639865500721152	45684134	en	RT @igorbobic: “And if Republicans are finally ready to address crime instead of blow hot air, then John is ready to work with them. John s…	2023-03-09T01:24:30.000Z	everyone	['1633639865500721152']	39	0	0	0	0				
