	conversation_id	lang	reply_settings	created_at	clean_text	text	author_id	referenced_tweets	id	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	withheld.copyright	withheld.country_codes	geo.coordinates.type	geo.coordinates.coordinates	textblob_Polarity	textblob_Subjectivity	vader_Polarity	vader_Subjectivity	AFINN_scores	AFINN_sentiments	SentiWordNet_scores	normalized_textblob_Polarity	normalized_textblob_Subjectivity	normalized_vader_Polarity	normalized_vader_Subjectivity	normalized_AFINN_scores	normalized_SentiWordNet_scores	our_label	annotator	roberta_content	roberta_polarity	roberta_sentiment	keyword	normalized_roberta_polarity	textblob_label	vader_label	AFINN_label	SentiWordNet_label	roberta_label
14564	1633658143291985920	en	everyone	2023-03-09 02:37:07	rt  eladnehorai too many liberals are sleeping on rising fascism because of a few national political wins  just as they did when obama was	RT @EladNehorai: Too many liberals are sleeping on rising fascism because of a few national political wins, just as they did when Obama was…	1370886940787097600	[{'type': 'retweeted', 'id': '1633632434972663808'}]	1633658143291985920	['1633658143291985920']	337	0	0	0							0.4333333333	0.33333333330000003	0.5859	0.275	4	positive	1.0	0.7166666667	0.33333333330000003	0.7958976956	0.3069196429	0.5714285714	0.5396825397			RT @user Too many liberals are sleeping on rising fascism because of a few national political wins, just as they did when Obama was…	-0.6351489425	negative	obama	0.0726725403	positive	positive	neutral	neutral	negative
30083	1633873902861713408	en	everyone	2023-03-09 16:54:29	rt  christopherjm new statement from commander of ukraines ground forces  col gen oleksandr syrskyi  on bakhmuts significance each d	RT @ChristopherJM: New statement from Commander of Ukraine’s Ground Forces, Col. Gen. Oleksandr Syrskyi, on Bakhmut’s significance: “Each d…	882684536672460800	[{'type': 'retweeted', 'id': '1633805219472474115'}]	1633873902861713408	['1633873902861713409']	85	0	0	0							0.13636363640000002	0.4545454545	0.2732	0.139	1	positive	0.625	0.5681818182	0.4545454545	0.6375284882000001	0.1551339286	0.5102040816	0.4920634921			RT @user New statement from Commander of Ukraine’s Ground Forces, Col. Gen. Oleksandr Syrskyi, on Bakhmut’s significance: “Each d…	0.009999666400000001	neutral	ukraine	0.5023021003	neutral	positive	neutral	neutral	neutral
12356	1633669625891241984	en	everyone	2023-03-09 03:22:45	rt  africanhub_ gaddafi and obama were best friends but since obama was now on the west side making the matters worse as the president of	RT @AfricanHub_: Gaddafi and Obama were best Friends. But since Obama was now on the West side making the matters worse as the president of…	756307710	[{'type': 'retweeted', 'id': '1633541739188215839'}]	1633669625891241984	['1633669625891241986']	200	0	0	0							0.30000000000000004	0.45	0.6597000000000001	0.537	2	positive	0.125	0.65	0.45	0.8332742466	0.5993303571	0.5306122449	0.4285714286			RT @user Gaddafi and Obama were best Friends. But since Obama was now on the West side making the matters worse as the president of…	-0.4929879904	negative	obama	0.1673430495	positive	positive	neutral	neutral	negative
12984	1633666276231872512	en	everyone	2023-03-09 03:09:26	rt  africanhub_ after the death of gaddafi  barack obama said the biggest mistake of his presidency was the lack of planning for the after	RT @AfricanHub_: After the death of Gaddafi, Barack Obama said the biggest mistake of his presidency was the lack of planning for the after…	1306836399019106304	[{'type': 'retweeted', 'id': '1633541742795317413'}]	1633666276231872512	['1633666276231872515']	81	0	0	0							0.0	0.0	-0.8225	0.489	-6	negative	-0.25	0.5	0.0	0.08260319070000001	0.5457589286	0.3673469388	0.380952381			RT @user After the death of Gaddafi, Barack Obama said the biggest mistake of his presidency was the lack of planning for the after…	-0.6230653524	negative	obama	0.08071947310000001	neutral	negative	negative	neutral	negative
25077	1633279014004482048	en	everyone	2023-03-08 01:30:36	rt  gurageaffairs beyene wolde is the general manager for gurage media network he was arrested for his journalism work to document the hu	RT @GurageAffairs: Beyene Wolde is the General Manager for Gurage Media Network. He was arrested for his journalism work to document the hu…	1559390968914145280	[{'type': 'retweeted', 'id': '1633214441562034183'}]	1633279014004482048	['1633279014004482050']	19	0	0	0							0.05	0.5	-0.4767	0.193	-3	negative	0.0	0.525	0.5	0.25773613570000004	0.21540178570000001	0.4285714286	0.4126984127			RT @user Beyene Wolde is the General Manager for Gurage Media Network. He was arrested for his journalism work to document the hu…	-0.3969304562	negative	statehood	0.2313114989	neutral	negative	neutral	neutral	negative
10305	1633904588221759488	en	everyone	2023-03-09 21:28:17	 choratv  trinomonero  jisvagoimperial chatgpt	@ChoraTv @trinomonero @jisvagoimperial ¿Chatgpt?	4119365892	[{'type': 'replied_to', 'id': '1633904588221759508'}]	1633942807386759168	['1633942807386759175']	0	0	0	12	1.0504316229999999e+18						0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.49916434540000004	0.0	0.48979591840000003	0.4126984127			@user @user @user ¿Chatgpt?	0.0199973341	neutral	chatgpt	0.5089599362	neutral	neutral	neutral	neutral	neutral
21682	1633871412606783488	en	everyone	2023-03-09 16:44:35	rt  ericmgarcia  aoc lays into the biden administration for supporting republicans bill to block dcs crime law supporting statehood 	RT @EricMGarcia: .@AOC lays into the Biden administration for supporting Republicans’ bill to block DC’s crime law. “supporting statehood,…	34152841	[{'type': 'retweeted', 'id': '1633603296035323924'}]	1633871412606783488	['1633871412606783494']	222	0	0	0							0.25	0.25	-0.1531	0.526	-2	negative	0.375	0.625	0.25	0.42162572800000003	0.5870535714	0.4489795918	0.46031746030000004			RT @user .@AOC lays into the Biden administration for supporting Republicans’ bill to block DC’s crime law. “supporting statehood,…	-0.1390924603	neutral	statehood	0.40301585230000003	positive	neutral	neutral	neutral	neutral
22352	1633786255141138432	en	everyone	2023-03-09 11:06:12	rt  reppressley dc has the right to selfgovern and pass laws that truly keep our communities safethis harmful action by congress is a	"RT @RepPressley: DC has the right to self-govern and pass laws that truly keep our communities safe.

This harmful action by Congress is a…"	337928496	[{'type': 'retweeted', 'id': '1633628487318745089'}]	1633786255141138432	['1633786255141138433']	80	0	0	0							0.2952380952	0.37857142860000004	0.7003	0.309	-1	negative	0.25	0.6476190476	0.37857142860000004	0.8538364143	0.34486607140000003	0.4693877551	0.4444444444			"RT @user DC has the right to self-govern and pass laws that truly keep our communities safe.

This harmful action by Congress is a…"	-0.109558478	neutral	statehood	0.4226836802	positive	positive	neutral	neutral	neutral
4220	1633030444714192896	en	everyone	2023-03-07 09:02:52	rt  miguelifornia all of the reasons the #chrisrocklive specialwas a horrible  unfunny  complete fail by brenden  warlorddilley #chr	"RT @miguelifornia: All of the reasons the #ChrisRockLive special
was a horrible, unfunny, complete fail.
- by Brenden @WarlordDilley 

#Chr…"	1588939709509734400	[{'type': 'retweeted', 'id': '1632826684784390144'}]	1633030444714192896	['1633030444714192898']	46	0	0	0							-0.2607142857	0.5678571429	-0.6486000000000001	0.519	-7	negative	-0.875	0.3696428571	0.5678571429	0.1706761205	0.5792410714	0.3469387755	0.3015873016			"RT @user All of the reasons the #ChrisRockLive special
was a horrible, unfunny, complete fail.
- by Brenden @user 

#Chr…"	-0.7113937140000001	negative	#chrisrocklive	0.0218981805	negative	negative	negative	negative	negative
28265	1633875400467304448	en	everyone	2023-03-09 17:00:26	rt  iuicatx https  tco wudqatpigxwhy worry about russia  vs ukraine  when war is knocking at your backdoorvis	"RT @iuicatx: https://t.co/WuDqatPigx
Why worry about 
Russia 🇷🇺 vs. Ukraine 🇺🇦 when 
War is knocking at YOUR backdoor?!
………………………………………
Vis…"	1197234327232233472	[{'type': 'retweeted', 'id': '1633480572331761664'}]	1633875400467304448	['1633875400467304448']	4	0	0	0							0.0	0.0	-0.7783	0.382	-5	negative	0.25	0.5	0.0	0.1049886047	0.4263392857	0.387755102	0.4444444444			"RT @user http worry about 
Russia 🇷🇺 vs. Ukraine 🇺🇦 when 
War is knocking at YOUR backdoor?!
………………………………………
Vis…"	-0.41364443300000003	negative	ukraine	0.22018101140000002	neutral	negative	neutral	neutral	negative
5555	1632566890462859264	en	everyone	2023-03-06 02:20:52	rt  xr_nyc nyc activists committed to diverse causes are coming together for a #stopcopcity action on 3 9 to demand justice for the police	RT @XR_NYC: NYC activists committed to diverse causes are coming together for a #StopCopCity action on 3/9 to demand justice for the police…	763846483149885440	[{'type': 'retweeted', 'id': '1632566571884314624'}]	1632566890462859264	['1632566890462859264']	28	0	0	0							0.1	0.1	0.6124	0.368	2	positive	0.0	0.55	0.1	0.8093188149	0.4107142857	0.5306122449	0.4126984127			RT @user NYC activists committed to diverse causes are coming together for a #StopCopCity action on 3/9 to demand justice for the police…	0.23549574610000001	neutral	#tyrenichols	0.6524687133	neutral	positive	neutral	neutral	positive
12773	1633667301487652864	en	everyone	2023-03-09 03:13:31	rt  tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knewclapper knewschiff knewfbi knewd	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1518763419477975040	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1633667301487652864	['1633667301487652866']	3315	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.49916434540000004	0.0	0.48979591840000003	0.4126984127			RT @user Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	-0.0099996645	neutral	obama	0.4889837677	neutral	neutral	neutral	neutral	neutral
22744	1633594244257423360	en	everyone	2023-03-09 06:48:58	 repjenniffer  senrickscott where is the discussion for puerto rico to become a state where are the republicans behind this project im a republican and i expect some action on statehood for the island thanks	@RepJenniffer @SenRickScott Where is the discussion for Puerto Rico to become a state? Where are the republicans behind this project? I’m a republican and I expect some action on statehood for the island! Thanks!	1562427289581002752	[{'type': 'replied_to', 'id': '1633594244257423363'}]	1633721519900614656	['1633721519900614657']	0	0	0	13	8.197447629999999e+17						-0.033333333300000004	0.33333333330000003	0.4404	0.162	2	positive	0.125	0.4833333333	0.33333333330000003	0.722208154	0.1808035714	0.5306122449	0.4285714286			@user @user Where is the discussion for Puerto Rico to become a state? Where are the republicans behind this project? I’m a republican and I expect some action on statehood for the island! Thanks!	0.0399786867	neutral	statehood	0.5222662963	neutral	positive	neutral	neutral	neutral
17632	1633674908822646784	en	everyone	2023-03-09 03:43:45	russia has sustained 20 000 to 30 000 casualties  killed and wounded  in trying to capture bahkmut  western officials estimated at a briefing on tuesday while no firm figure was offered for ukrainian losses  the official said it was significantly less guardian	Russia has sustained “20,000 to 30,000 casualties’’ – killed and wounded – in trying to capture Bahkmut, western officials estimated at a briefing on Tuesday. While no firm figure was offered for Ukrainian losses, the official said it was “significantly less.” Guardian	2864120836		1633674908822646784	['1633674908822646784']	0	0	0	18							-0.00625	0.31875000000000003	-0.8807	0.338	-8	negative	-1.0	0.49687499999999996	0.31875000000000003	0.053127374000000005	0.3772321429	0.3265306122	0.2857142857			Russia has sustained “20,000 to 30,000 casualties’’ – killed and wounded – in trying to capture Bahkmut, western officials estimated at a briefing on Tuesday. While no firm figure was offered for Ukrainian losses, the official said it was “significantly less.” Guardian	-0.5153592825000001	negative	russia	0.1524451357	neutral	negative	negative	negative	negative
22912	1633688134486732800	en	everyone	2023-03-09 04:36:18	rt  ericmgarcia  aoc lays into the biden administration for supporting republicans bill to block dcs crime law supporting statehood 	RT @EricMGarcia: .@AOC lays into the Biden administration for supporting Republicans’ bill to block DC’s crime law. “supporting statehood,…	1499166122737750016	[{'type': 'retweeted', 'id': '1633603296035323924'}]	1633688134486732800	['1633688134486732800']	222	0	0	0							0.25	0.25	-0.1531	0.526	-2	negative	0.375	0.625	0.25	0.42162572800000003	0.5870535714	0.4489795918	0.46031746030000004			RT @user .@AOC lays into the Biden administration for supporting Republicans’ bill to block DC’s crime law. “supporting statehood,…	-0.1390924603	neutral	statehood	0.40301585230000003	positive	neutral	neutral	neutral	neutral
13176	1633665470531350528	en	everyone	2023-03-09 03:06:14	rt  gregrubini  mtaibbi oh look cia  nsa  fbi  dhs  odni  darpawhat a surpriseby the way barack obama is a puppet of the ciad	"RT @GregRubini: @mtaibbi Oh look: CIA, NSA, FBI, DHS, ODNI, DARPA...
what a surprise...

By the way: Barack Obama is a puppet of the CIA.
D…"	1520949346103144448	[{'type': 'retweeted', 'id': '1631343063133036574'}]	1633665470531350528	['1633665470531350530']	66	0	0	0							0.0	0.0	0.2732	0.116	0	neutral	0.125	0.5	0.0	0.6375284882000001	0.12946428570000001	0.48979591840000003	0.4285714286			"RT @user @user Oh look: CIA, NSA, FBI, DHS, ODNI, DARPA...
what a surprise...

By the way: Barack Obama is a puppet of the CIA.
D…"	-0.4218989909	negative	obama	0.2146839802	neutral	positive	neutral	neutral	negative
30382	1633873637739732992	en	everyone	2023-03-09 16:53:25	rt  chinonso5678 youve always been there for me  official_fixeds i found myself winning multiple times am focused on making more money w	RT @chinonso5678: You've always been there for me @official_fixeds I found myself winning multiple times. Am focused on making more money w…	1463650662168907776	[{'type': 'retweeted', 'id': '1633873609138798594'}]	1633873637739732992	['1633873637739732992']	2	0	0	0							0.25	0.375	0.7184	0.353	6	positive	0.125	0.625	0.375	0.863003292	0.39397321430000004	0.612244898	0.4285714286			RT @user You've always been there for me @user I found myself winning multiple times. Am focused on making more money w…	0.7487043142	positive	ukraine	0.9942342666	positive	positive	neutral	neutral	positive
19476	1633671507602702336	en	everyone	2023-03-09 03:30:14	rt  seanhannity russia collusion hoax  jsolomonreports will join hannity tonight with a report on shocking fbi memos	"RT @seanhannity: RUSSIA COLLUSION HOAX: @JSolomonReports will join ""Hannity"" TONIGHT with a report on SHOCKING FBI memos."	1468690363187699712	[{'type': 'retweeted', 'id': '1633638752135380992'}]	1633671507602702336	['1633671507602702336']	38	0	0	0							-1.0	1.0	-0.38180000000000003	0.41200000000000003	-3	negative	-0.875	0.0	1.0	0.3057989364	0.4598214286	0.4285714286	0.3015873016			"RT @user RUSSIA COLLUSION HOAX: @user will join ""Hannity"" TONIGHT with a report on SHOCKING FBI memos."	-0.46994519230000004	negative	russia	0.1826881453	negative	negative	neutral	negative	negative
11898	1633134556772462592	en	everyone	2023-03-09 03:32:39	 gordon_alive  markhaupt14  wordsmithwyle  waylonwillie3  dailycaller  tuckercarlson obama increased far more than trump production went down under trump down he signed a deal with the saudis to get them to produce less too  thus raising the price of crude you have zero facts just fox told me so	@gordon_alive @MarkHaupt14 @WordsmithWyle @WaylonWillie3 @DailyCaller @TuckerCarlson Obama increased far more than trump. Production went DOWN under trump. DOWN. He signed a deal with the Saudis to get them to produce less too, thus raising the price of crude. You have zero facts. Just “Fox told me so!”	242840797	[{'type': 'replied_to', 'id': '1633670160014884864'}]	1633672117794357248	['1633672117794357249']	0	0	0	6	1.0182978199999999e+18						-0.1666666667	0.8	0.0	0.251	1	positive	0.125	0.4166666667	0.8	0.49916434540000004	0.2801339286	0.5102040816	0.4285714286			@user @user @user @user @user @user Obama increased far more than trump. Production went DOWN under trump. DOWN. He signed a deal with the Saudis to get them to produce less too, thus raising the price of crude. You have zero facts. Just “Fox told me so!”	-0.5648995638000001	negative	obama	0.1194543348	neutral	neutral	neutral	neutral	negative
11670	1633666847697522688	en	everyone	2023-03-09 03:11:43	rt  antman0528 ask yourself this question why are the democrats  the media   liz_cheney amp   adamkinzinger working so hard to protect ray e	RT @Antman0528: Ask yourself this question. Why are the Democrats, the media, @Liz_Cheney &amp; @AdamKinzinger working so hard to protect Ray E…	3145379514	[{'type': 'retweeted', 'id': '1633518559342075920'}]	1633666847697522688	['1633666847697522688']	367	0	0	0							-0.2916666667	0.5416666667	0.296	0.23500000000000001	0	neutral	-0.5	0.3541666667	0.5416666667	0.6490757154	0.2622767857	0.48979591840000003	0.3492063492			RT @user Ask yourself this question. Why are the Democrats, the media, @user &amp; @user working so hard to protect Ray E…	-0.30950692300000004	negative	maga	0.28953023110000004	negative	positive	neutral	negative	negative
2846	1633135318055395328	en	everyone	2023-03-07 15:59:36	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1644098802	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633135318055395328	['1633135318055395328']	9130	0	0	0							0.0	0.0	0.1531	0.11800000000000001	0	neutral	0.0	0.5	0.0	0.5767029628	0.1316964286	0.48979591840000003	0.4126984127			"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.3274773955	negative	#chrisrocklive	0.27756299430000003	neutral	neutral	neutral	neutral	negative
14716	1633657300987568128	en	everyone	2023-03-09 02:33:47	rt  tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knewclapper knewschiff knewfbi knewd	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1403515798145093632	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1633657300987568128	['1633657300987568128']	3316	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.49916434540000004	0.0	0.48979591840000003	0.4126984127			RT @user Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	-0.0099996645	neutral	obama	0.4889837677	neutral	neutral	neutral	neutral	neutral
17701	1633674807773372416	en	everyone	2023-03-09 03:43:21	moment russian soldier catches and throws away ukrainian drone bombs#russia #germany #unitedstates #kyiv # https  tco agufwdmntg	"Moment Russian soldier catches and throws away Ukrainian 'drone bombs'
#Russia #Germany #UnitedStates #Kyiv #أوكرانيا https://t.co/AGUfWdmntG"	1600223437485707264		1633674807773372416	['1633674807773372417']	0	0	0	63							0.0	0.0	-0.4939	0.176	-1	negative	-0.5	0.5	0.0	0.2490250696	0.1964285714	0.4693877551	0.3492063492			"Moment Russian soldier catches and throws away Ukrainian 'drone bombs'
#Russia #Germany #UnitedStates #Kyiv #أوكرانيا http"	-0.15864852070000002	neutral	russia	0.38999271080000003	neutral	negative	neutral	negative	neutral
30536	1633873501302947840	en	everyone	2023-03-09 16:52:53	rt  thomasvlinge #russia  anti#putin russians who are fighting in #ukraine  have made another incursion across the border  entering	RT @ThomasVLinge: #Russia 🇷🇺: anti-#Putin Russians who are fighting in #Ukraine 🇺🇦 have made another incursion across the border, entering…	1600121227372265472	[{'type': 'retweeted', 'id': '1633828442667098114'}]	1633873501302947840	['1633873501302947857']	44	0	0	0							0.0	0.0	-0.5859	0.28600000000000003	-3	negative	0.0	0.5	0.0	0.20243099520000002	0.3191964286	0.4285714286	0.4126984127			RT @user #Russia 🇷🇺: anti-#Putin Russians who are fighting in #Ukraine 🇺🇦 have made another incursion across the border, entering…	-0.5005202293000001	negative	ukraine	0.1623270385	neutral	negative	neutral	neutral	negative
23086	1633668061675831296	en	everyone	2023-03-09 03:16:32	rt  vixey_voter dc needs to be a statehoodfeds also need to take care of alabamasenate voted to block new dc crime laws amp  overrule the c	"RT @vixey_voter: DC needs to be a statehood
feds also need to take care of Alabama
Senate voted to block new DC crime laws &amp; overrule the c…"	464982966	[{'type': 'retweeted', 'id': '1633662337508077568'}]	1633668061675831296	['1633668061675831297']	4	0	0	0							0.13636363640000002	0.4545454545	-0.4939	0.336	-2	negative	0.5	0.5681818182	0.4545454545	0.2490250696	0.375	0.4489795918	0.4761904762			"RT @user DC needs to be a statehood
feds also need to take care of Alabama
Senate voted to block new DC crime laws &amp; overrule the c…"	-0.1292725801	neutral	statehood	0.4095552926	neutral	negative	neutral	neutral	neutral
16635	1633676469955096576	en	everyone	2023-03-09 03:49:57	rt  visegrad24 breakingup to 15 russian tu95 strategic bombers are on their way to launch pointsrussia could be about to launch the	"RT @visegrad24: BREAKING:

Up to 15 Russian Tu-95 strategic bombers are on their way to launch points.

Russia could be about to launch the…"	202441192	[{'type': 'retweeted', 'id': '1633617655021162496'}]	1633676469955096576	['1633676469955096577']	464	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.49916434540000004	0.0	0.48979591840000003	0.4126984127			"RT @user BREAKING:

Up to 15 Russian Tu-95 strategic bombers are on their way to launch points.

Russia could be about to launch the…"	0.0	neutral	russia	0.49564293340000004	neutral	neutral	neutral	neutral	neutral
1749	1633217361598722048	en	everyone	2023-03-07 21:25:37	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1861218348	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633217361598722048	['1633217361598722050']	9130	0	0	0							0.0	0.0	0.1531	0.11800000000000001	0	neutral	0.0	0.5	0.0	0.5767029628	0.1316964286	0.48979591840000003	0.4126984127			"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.3274773955	negative	#chrisrocklive	0.27756299430000003	neutral	neutral	neutral	neutral	negative
1440	1633244874878373888	en	everyone	2023-03-07 23:14:57	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	708474660	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633244874878373888	['1633244874878373888']	9130	0	0	0							0.0	0.0	0.1531	0.11800000000000001	0	neutral	0.0	0.5	0.0	0.5767029628	0.1316964286	0.48979591840000003	0.4126984127			"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.3274773955	negative	#chrisrocklive	0.27756299430000003	neutral	neutral	neutral	neutral	negative
8856	1633954070145957888	en	everyone	2023-03-09 22:13:02	rt  sport_nft_card launch your own chatgptlike ai chatbot in minutes have you imagined been able to own your own ai chatbotgt gt  click h	RT @sport_nft_card: Launch your own “ChatGPT-like” AI ChatBot in Minutes  Have you imagined been able to own your own AI Chatbot…&gt;&gt; Click h…	3287653039	[{'type': 'retweeted', 'id': '1633439967325061120'}]	1633954070145957888	['1633954070145957888']	546	0	0	0							0.5	0.625	0.6908000000000001	0.309	2	positive	-0.125	0.75	0.625	0.8490250696	0.34486607140000003	0.5306122449	0.3968253968			RT @user Launch your own “ChatGPT-like” AI ChatBot in Minutes  Have you imagined been able to own your own AI Chatbot…&gt;&gt; Click h…	0.2542955279	positive	chatgpt	0.6649882195	positive	positive	neutral	neutral	positive
30179	1633873823773732864	en	everyone	2023-03-09 16:54:10	rt  kremlintrolls kidnapped ukrainian children from mariupol forced to learn how to fly russian kamikaze drones and how to drop bombs on t	RT @KremlinTrolls: Kidnapped Ukrainian children from Mariupol forced to learn how to fly Russian kamikaze drones and how to drop bombs on t…	394834835	[{'type': 'retweeted', 'id': '1633867572587397123'}]	1633873823773732864	['1633873823773732864']	34	0	0	0							0.1666666667	0.36666666670000003	-0.8074	0.43	-5	negative	0.125	0.5833333333	0.36666666670000003	0.0902506964	0.47991071430000004	0.387755102	0.4285714286			RT @user Kidnapped Ukrainian children from Mariupol forced to learn how to fly Russian kamikaze drones and how to drop bombs on t…	-0.5849798918	negative	ukraine	0.1060820631	neutral	negative	neutral	neutral	negative
12275	1633670145099931648	en	everyone	2023-03-09 03:24:49	rt  derrickevans_wv ever wondered what it would be like if obama had a 3rd term we are unfortunately living that nightmare	"RT @DerrickEvans_WV: Ever wondered what it would be like if Obama had a 3rd term? 

We are unfortunately living that nightmare."	1396981330638946304	[{'type': 'retweeted', 'id': '1633652079557238787'}]	1633670145099931648	['1633670145099931649']	76	0	0	0							-0.5	1.0	0.0258	0.308	2	positive	-1.0	0.25	1.0	0.5122309445000001	0.34375000000000006	0.5306122449	0.2857142857			"RT @user Ever wondered what it would be like if Obama had a 3rd term? 

We are unfortunately living that nightmare."	-0.6640367508	negative	obama	0.0534350248	negative	neutral	neutral	negative	negative
6402	1633471884519182336	en	everyone	2023-03-09 23:47:07	 aiape_coin i really appreciate this opportunity and wish you all the best in your future endeavors and i extend my fullest support to you binurani2 oviraj43458166 ismail35323649#aiape #apecoin #bayc #chatgpt #ai #bnb	"@AIApe_Coin I really appreciate this opportunity and wish you all the best in your future endeavors and I extend my fullest support to you.

@BinuRani2
@Oviraj43458166
@ismail35323649

#AIAPE #ApeCoin #BAYC #ChatGPT #AI #BNB"	1547938310206935040	[{'type': 'replied_to', 'id': '1633471884519182336'}]	1633977749227315200	['1633977749227315208']	0	0	0	2	1.587350276e+18						0.4	0.2083333333	0.9488000000000001	0.54	11	positive	1.875	0.7000000000000001	0.2083333333	0.979691061	0.6026785714	0.7142857143	0.6507936508000001			"@user I really appreciate this opportunity and wish you all the best in your future endeavors and I extend my fullest support to you.

@BinuRani2
@Oviraj43458166
@ismail35323649

#AIAPE #ApeCoin #BAYC #ChatGPT #AI #BNB"	0.7487043142	positive	chatgpt	0.9942342666	positive	positive	positive	positive	positive
29627	1633874284644032512	en	everyone	2023-03-09 16:56:00	rt  kpszsu we need f16 with these aircraft  we will be able to better protect the people and infrastructure of ukraine the f16 will	"RT @KpsZSU: We need F-16. 
With these aircraft, we will be able to better protect the people and infrastructure of Ukraine. 
The F-16 will…"	2979045502	[{'type': 'retweeted', 'id': '1633776371645267968'}]	1633874284644032512	['1633874284644032512']	1002	0	0	0							0.5	0.5625	0.6705	0.355	3	positive	0.5	0.75	0.5625	0.8387439858	0.3962053571	0.5510204082	0.4761904762			"RT @user We need F-16. 
With these aircraft, we will be able to better protect the people and infrastructure of Ukraine. 
The F-16 will…"	0.5716699958	positive	ukraine	0.876340226	positive	positive	neutral	neutral	positive
13164	1633665501166460928	en	everyone	2023-03-09 03:06:22	rt  tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knewclapper knewschiff knewfbi knewd	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1452983480476962816	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1633665501166460928	['1633665501166460933']	3316	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.49916434540000004	0.0	0.48979591840000003	0.4126984127			RT @user Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	-0.0099996645	neutral	obama	0.4889837677	neutral	neutral	neutral	neutral	neutral
13136	1633665620683137024	en	everyone	2023-03-09 03:06:50	rt  timinhonolulu i have a theory that when flynn was passed over by  obama and forced to retire a three start resulting in a big loss of	RT @TimInHonolulu: I have a theory that when Flynn was passed over by  Obama and forced to retire a three start resulting in a big loss of…	783481429631967232	[{'type': 'retweeted', 'id': '1633565367426752518'}]	1633665620683137024	['1633665620683137024']	136	0	0	0							-0.15	0.15	-0.6486000000000001	0.325	-3	negative	-0.125	0.425	0.15	0.1706761205	0.36272321430000004	0.4285714286	0.3968253968			RT @user I have a theory that when Flynn was passed over by  Obama and forced to retire a three start resulting in a big loss of…	-0.34521403910000004	negative	obama	0.26575147320000003	neutral	negative	neutral	neutral	negative
